city,lat,lng,max temp,humidity,cloudiness,windspeed,country,date,name,max temp F
northam,51.0333,-4.2167,283.16,91.0,100.0,7.14,GB,1644356515,Northam,50.018000000000086
hovd,48.0056,91.6419,248.28,79.0,13.0,0.99,MN,1644356515,Khovd,-12.765999999999956
linay,8.5167,123.1333,298.39,90.0,100.0,6.95,PH,1644356516,Linay,77.43200000000002
bartica,6.4,-58.6167,302.33,72.0,60.0,2.61,GY,1644356516,Bartica,84.52400000000002
voh,-20.9667,164.7,299.94,89.0,93.0,6.15,NC,1644356516,Voh,80.22200000000004
rodeo,38.033,-122.2669,297.91,47.0,0.0,1.79,US,1644356517,Rodeo,76.56800000000008
coquimbo,-29.9533,-71.3436,293.0,72.0,75.0,5.14,CL,1644356414,Coquimbo,67.73000000000005
katsina,12.9894,7.6006,293.91,12.0,47.0,4.56,NG,1644356517,Katsina,69.36800000000008
tazmalt,36.3868,4.3989,281.33,83.0,0.0,0.89,DZ,1644356518,Tazmalt,46.72400000000001
ambulu,-8.345,113.6058,297.11,89.0,66.0,1.42,ID,1644356518,Ambulu,75.12800000000007
numaligarh,26.6333,93.75,286.08,80.0,54.0,1.16,IN,1644356518,Numāligarh,55.274000000000015
salinopolis,-0.6136,-47.3561,299.15,85.0,92.0,3.23,BR,1644356519,Salinópolis,78.8
samana,19.2056,-69.3369,301.27,74.0,40.0,5.14,DO,1644356519,Samaná,82.61600000000001
balclutha,-46.2339,169.75,288.11,83.0,99.0,2.37,NZ,1644356519,Balclutha,58.92800000000007
nizhyn,51.048,31.8869,271.53,94.0,100.0,2.77,UA,1644356520,Nizhyn,29.083999999999993
zhezkazgan,47.8043,67.7144,266.11,96.0,100.0,3.37,KZ,1644356520,Zhezkazgan,19.328000000000067
salacgriva,57.7536,24.3581,274.76,90.0,85.0,6.72,LV,1644356520,Salacgrīva,34.898000000000025
mabua,9.8089,125.4422,298.6,88.0,99.0,5.16,PH,1644356521,Mabua,77.81000000000009
king city,36.2127,-121.126,296.93,22.0,6.0,0.35,US,1644356521,King City,74.80400000000006
sanming,26.2486,117.6186,281.42,97.0,98.0,0.16,CN,1644356522,Sanming,46.88600000000007
flensburg,54.7833,9.4333,280.32,93.0,99.0,8.23,DE,1644356351,Flensburg,44.90600000000003
broome,42.2506,-75.833,274.05,75.0,100.0,4.12,US,1644356522,Broome,33.62000000000006
mandalgovi,45.7625,106.2708,257.05,63.0,3.0,1.97,MN,1644356522,Mandalgovi,3.02000000000006
gladstone,-23.85,151.25,295.11,78.0,25.0,2.57,AU,1644356233,Gladstone,71.52800000000006
petrykiv,49.5332,25.5809,273.53,97.0,100.0,8.26,UA,1644356523,Petrykiv,32.68399999999999
lleida,41.6167,0.6167,281.48,78.0,0.0,1.54,ES,1644356524,Lleida,46.99400000000007
mamit,23.9333,92.4833,280.02,81.0,5.0,1.18,IN,1644356524,Mamit,44.36600000000001
uppsala,60,17.75,275.25,80.0,2.0,2.89,SE,1644356524,Uppsala County,35.780000000000044
paamiut,61.994,-49.6678,255.13,80.0,100.0,5.04,GL,1644356525,Paamiut,-0.4359999999999644
mareeba,-17,145.4333,295.62,94.0,31.0,1.16,AU,1644356525,Mareeba,72.44600000000005
matara,5.9485,80.5353,297.07,78.0,99.0,0.52,LK,1644356525,Matara,75.05600000000003
gorontalo,0.5412,123.0595,295.88,94.0,100.0,1.47,ID,1644356526,Gorontalo,72.91400000000003
martapura,-3.4167,114.85,296.2,100.0,100.0,2.57,ID,1644356526,Martapura,73.49000000000002
portland,45.5234,-122.6762,286.36,82.0,76.0,1.34,US,1644355846,Portland,55.77800000000006
san rafael del sur,11.8485,-86.4384,305.69,41.0,35.0,1.51,NI,1644356527,San Rafael del Sur,90.57200000000003
maroon town,18.3446,-77.7954,295.15,85.0,79.0,0.77,JM,1644356527,Maroon Town,71.6
atambua,-9.1061,124.8925,296.47,92.0,100.0,0.68,ID,1644356527,Atambua,73.97600000000008
port lincoln,-34.7333,135.8667,291.81,75.0,100.0,4.32,AU,1644356528,Port Lincoln,65.58800000000005
srednekolymsk,67.45,153.6833,230.95,99.0,71.0,2.61,RU,1644356528,Srednekolymsk,-43.95999999999998
fonte boa,-2.4959,-66.2662,295.15,97.0,100.0,1.29,BR,1644356528,Fonte Boa,71.6
